id,dog_column
1,0.042732827
2,0.066400826
3,0.09146867
4,0.27612042
5,0.8528018
6,0.9824071
7,0.8988884
8,0.005232497
9,0.4487962
10,0.00748295
11,0.9674759
12,0.011543114
13,0.099764384
14,0.9942162
15,0.001622473
16,0.009386776
17,0.015965968
18,0.007534062
19,0.9818626
20,0.012893815
21,0.15532565
22,0.003020909
23,0.9786128
24,0.00299792
25,0.9024307
26,0.9710897
27,0.9560867
28,0.002493231
29,0.9298889
30,0.8607955
31,0.002278839
32,0.11290099
33,0.20442495
34,0.3683831
35,0.8070839
36,0.9606183
37,0.9298284
38,0.049890608
39,0.005114692
40,0.004905592
41,0.92652005
42,0.005283273
43,0.003926675
44,0.7926791
45,0.7200757
46,0.964067
47,0.07708427
48,0.7856497
49,0.99220324
50,0.6886378
51,0.9613006
52,0.98491836
53,0.005413366
54,0.003632911
55,0.005321733
56,0.004780646
57,0.983244
58,0.11490021
59,0.001587621
60,0.045671936
61,0.9901619
62,0.007982069
63,0.014772369
64,0.96199906
65,0.012669232
66,0.99265903
67,0.9871265
68,0.006629672
69,0.017131848
70,0.9309905
71,0.9506223
72,0.9829937
73,0.91088927
74,0.00941918
75,0.9736744
76,0.983198
77,0.91942465
78,0.5949557
79,0.010883058
80,0.98673093
81,0.9780091
82,0.0746394
83,0.015095609
84,0.031790476
85,0.02495396
86,0.9733525
87,0.004946958
88,0.020753825
89,0.08954059
90,0.9915521
91,0.98163545
92,0.010935785
93,0.98226756
94,0.041326743
95,0.98504436
96,0.007799141
97,0.008463668
98,0.9274358
99,0.002955566
100,0.9859767
101,0.016430566
102,0.029690843
103,0.035920717
104,0.001135744
105,0.98832893
106,0.93099433
107,0.9926473
108,0.85879225
109,0.025685368
110,0.78719777
111,0.9882935
112,0.025168255
113,0.9795075
114,0.42958337
115,0.9849916
116,0.9897578
117,0.9747413
118,0.9322885
119,0.9477348
120,0.9784646
121,0.030032866
122,0.002339052
123,0.9957241
124,0.01688354
125,0.9162491
126,0.9711292
127,0.010279042
128,0.04899955
129,0.58829325
130,0.9332863
131,0.973218
132,0.99102587
133,0.990211
134,0.9882961
135,0.9497995
136,0.003987435
137,0.006805675
138,0.88402736
139,0.02390614
140,0.9943116
141,0.9641404
142,0.9362379
143,0.8566184
144,0.003175109
145,0.006352025
146,0.27793947
147,0.987811
148,0.5830788
149,0.9473396
150,0.99008137
151,0.02578042
152,0.8807903
153,0.23694858
154,0.96225375
155,0.95244414
156,0.20960698
157,0.019667568
158,0.008918571
159,0.008846753
160,0.032453053
161,0.011864694
162,0.9553632
163,0.010598087
164,0.04027482
165,0.48151013
166,0.99586946
167,0.031146681
168,0.9755078
169,0.009017212
170,0.011675934
171,0.013832171
172,0.003137053
173,0.019473493
174,0.9857911
175,0.8587659
176,0.30794162
177,0.002298628
178,0.022636093
179,0.58609843
180,0.9383586
181,0.002937458
182,0.83509046
183,0.7441479
184,0.92896986
185,0.8799989
186,0.20309286
187,0.94105536
188,0.9521954
189,0.9746669
190,0.014074812
191,0.9744514
192,0.12020438
193,0.84792495
194,0.9785029
195,0.003286658
196,0.9909863
197,0.031356048
198,0.080138795
199,0.010535437
200,0.002673321
201,0.98318416
202,0.1849046
203,0.8537209
204,0.759191
205,0.026500212
206,0.007683553
207,0.005914951
208,0.08956625
209,0.9767345
210,0.009929492
211,0.0374341
212,0.062039215
213,0.1489408
214,0.22953792
215,0.2079267
216,0.46162644
217,0.017476382
218,0.002256612
219,0.22459288
220,0.04421811
221,0.0049499
222,0.9732089
223,0.31193942
224,0.8240458
225,0.94532245
226,0.96695226
227,0.9932754
228,0.063226074
229,0.004422244
230,0.9084331
231,0.98195225
232,0.001850887
233,0.004708107
234,0.9925194
235,0.9357951
236,0.9717506
237,0.003977647
238,0.9090042
239,0.98775953
240,0.96766675
241,0.006079282
242,0.13139114
243,0.6866031
244,0.16797243
245,0.05342943
246,0.8740221
247,0.9871701
248,0.32343102
249,0.98564965
250,0.95874625
251,0.96416515
252,0.8914699
253,0.094674885
254,0.9907018
255,0.031121004
256,0.8935876
257,0.006327501
258,0.023397356
259,0.8500623
260,0.98795134
261,0.990081
262,0.9875544
263,0.10716756
264,0.11374122
265,0.022584016
266,0.932061
267,0.99122095
268,0.985603
269,0.002965016
270,0.2961909
271,0.9915666
272,0.9692444
273,0.9971096
274,0.8624329
275,0.93030775
276,0.9769588
277,0.9805001
278,0.16539448
279,0.96892077
280,0.9686004
281,0.023751235
282,0.99284315
283,0.99470747
284,0.991411
285,0.99449193
286,0.9524525
287,0.9720685
288,0.9729532
289,0.8563071
290,0.042531583
291,0.034900684
292,0.79573154
293,0.98953336
294,0.9836014
295,0.8687864
296,0.94577587
297,0.022377385
298,0.98192835
299,0.93861985
300,0.018051583
301,0.9809052
302,0.019095326
303,0.001740508
304,0.16259673
305,0.97604513
306,0.9738904
307,0.03503048
308,0.9927979
309,0.97582835
310,0.11174082
311,0.9757345
312,0.9811872
313,0.9771992
314,0.75229067
315,0.6561389
316,0.56468046
317,0.006118752
318,0.13231309
319,0.9875243
320,0.9894582
321,0.99648845
322,0.002522091
323,0.27551213
324,0.98894006
325,0.019123305
326,0.002943921
327,0.89878976
328,0.001405802
329,0.005105895
330,0.9779066
331,0.9546824
332,0.002084339
333,0.005974963
334,0.81830657
335,0.19817586
336,0.975173
337,0.95350075
338,0.006171702
339,0.05965911
340,0.39418343
341,0.98293084
342,0.6620604
343,0.012964057
344,0.8539281
345,0.9916375
346,0.94569343
347,0.017188787
348,0.002387693
349,0.9303951
350,0.00855861
351,0.007287018
352,0.021878278
353,0.16374595
354,0.006024513
355,0.96849054
356,0.003619723
357,0.9063207
358,0.016116297
359,0.94168353
360,0.93439204
361,0.47464156
362,0.95334345
363,0.9541195
364,0.16432288
365,0.97832894
366,0.014505229
367,0.9919287
368,0.9902136
369,0.010467595
370,0.010247238
371,0.9859423
372,0.002450469
373,0.019794922
374,0.94996965
375,0.87892914
376,0.94882005
377,0.99801207
378,0.003807304
379,0.09368261
380,0.004651524
381,0.95476127
382,0.9948709
383,0.9890183
384,0.96352893
385,0.006376706
386,0.004876623
387,0.023243016
388,0.002588886
389,0.9882621
390,0.05621995
391,0.05769561
392,0.9624026
393,0.006952876
394,0.9359929
395,0.97572017
396,0.27277863
397,0.9639933
398,0.028056106
399,0.7889695
400,0.3891443
401,0.97948724
402,0.038916953
403,0.045074087
404,0.9822389
405,0.046327833
406,0.052824914
407,0.005128709
408,0.34292665
409,0.01869062
410,0.008339351
411,0.015033942
412,0.9859476
413,0.6520303
414,0.12867682
415,0.8712051
416,0.9903272
417,0.025773106
418,0.018617133
419,0.9157569
420,0.009953264
421,0.00110467
422,0.99216956
423,0.89150333
424,0.9510323
425,0.10004306
426,0.99698335
427,0.980056
428,0.95873386
429,0.9894037
430,0.022663357
431,0.97916806
432,0.6108659
433,0.9741837
434,0.8484259
435,0.9139432
436,0.91761655
437,0.11212308
438,0.8172701
439,0.006885635
440,0.038850684
441,0.003102576
442,0.005462405
443,0.008539381
444,0.95742977
445,0.5421047
446,0.88075477
447,0.8992374
448,0.9355287
449,0.9488255
450,0.98929137
451,0.020854829
452,0.008950737
453,0.9256869
454,0.124411255
455,0.9912854
456,0.001521482
457,0.027236698
458,0.8208664
459,0.7085746
460,0.012769169
461,0.31191006
462,0.466629
463,0.97899467
464,0.8344865
465,0.01788462
466,0.008404136
467,0.97942287
468,0.014409907
469,0.98289156
470,0.8847194
471,0.9551398
472,0.9714423
473,0.98836553
474,0.9771425
475,0.00445543
476,0.87608576
477,0.06673262
478,0.8955296
479,0.6749549
480,0.98909175
481,0.97902817
482,0.99810505
483,0.010110979
484,0.9618508
485,0.96259695
486,0.99183464
487,0.001978803
488,0.005207093
489,0.98774105
490,0.007008072
491,0.07976735
492,0.99013114
493,0.009846308
494,0.12594362
495,0.9686242
496,0.025298463
497,0.018259937
498,0.98979783
499,0.004781404
500,0.025002604
501,0.029210594
502,0.9684872
503,0.004542777
504,0.016837949
505,0.98969215
506,0.94625956
507,0.004475641
508,0.9743473
509,0.002020586
510,0.05909325
511,0.005327122
512,0.9138379
513,0.011900799
514,0.9291171
515,0.002497375
516,0.030762395
517,0.007963467
518,0.003730368
519,0.88168645
520,0.002820252
521,0.01099165
522,0.9869064
523,0.9885274
524,0.030641522
525,0.82099265
526,0.00836859
527,0.06727949
528,0.14624116
529,0.022478597
530,0.001139099
531,0.007028312
532,0.043981142
533,0.12658745
534,0.9640532
535,0.92303026
536,0.22948506
537,0.97387743
538,0.006340273
539,0.95845664
540,0.004815675
541,0.9808146
542,0.98551255
543,0.9903652
544,0.004182732
545,0.99053943
546,0.78517467
547,0.9585095
548,0.5398208
549,0.002379
550,0.003675626
551,0.002816671
552,0.9824734
553,0.9959513
554,0.004348315
555,0.98697597
556,0.9472488
557,0.98838615
558,0.030103551
559,0.9371217
560,0.05351718
561,0.8800276
562,0.9760045
563,0.022964945
564,0.14711128
565,0.008911023
566,0.001780476
567,0.6968769
568,0.93793684
569,0.9441235
570,0.8335773
571,0.99223536
572,0.8682779
573,0.9012576
574,0.8058938
575,0.019145908
576,0.2616748
577,0.9395613
578,0.18087414
579,0.9776954
580,0.005896922
581,0.020607585
582,0.004886393
583,0.58002883
584,0.007708162
585,0.15248416
586,0.002731464
587,0.7173224
588,0.042408593
589,0.005856748
590,0.9840423
591,0.036284544
592,0.9915001
593,0.9904653
594,0.012766
595,0.012095029
596,0.02995426
597,0.1736627
598,0.13414997
599,0.7973719
600,0.2619308
601,0.9154399
602,0.01271926
603,0.11084855
604,0.9985109
605,0.00252991
606,0.03582968
607,0.9800307
608,0.015025457
609,0.015572151
610,0.9904461
611,0.018431792
612,0.7679609
613,0.98634744
614,0.8129218
615,0.99205786
616,0.97885966
617,0.974064
618,0.90076196
619,0.9842239
620,0.001996725
621,0.010159219
622,0.9918875
623,0.95296514
624,0.71492255
625,0.03965638
626,0.021589724
627,0.98880357
628,0.9942206
629,0.9850696
630,0.112911336
631,0.9745978
632,0.93783516
633,0.020249678
634,0.88139886
635,0.009154004
636,0.9938473
637,0.9717478
638,0.02166842
639,0.9661072
640,0.002231904
641,0.004332584
642,0.004160914
643,0.97630197
644,0.03645328
645,0.001561503
646,0.05058941
647,0.07957613
648,0.90251297
649,0.9950682
650,0.9947255
651,0.69919646
652,0.979565
653,0.8211899
654,0.9937873
655,0.99211204
656,0.48686597
657,0.115753464
658,0.9509976
659,0.008849739
660,0.88055867
661,0.9656348
662,0.007384676
663,0.003190376
664,0.01091812
665,0.97087586
666,0.9874548
667,0.010426572
668,0.9732304
669,0.91960657
670,0.98726326
671,0.11980391
672,0.009163234
673,0.00252637
674,0.9907375
675,0.007980154
676,0.007365442
677,0.94526035
678,0.030994972
679,0.7055776
680,0.00308292
681,0.98696566
682,0.014670905
683,0.95985866
684,0.002945586
685,0.17099419
686,0.014798284
687,0.009985805
688,0.067284524
689,0.001894899
690,0.7648836
691,0.037671022
692,0.024154536
693,0.9544785
694,0.9954189
695,0.009917032
696,0.023446407
697,0.3800307
698,0.9862904
699,0.91226256
700,0.012309254
701,0.9880315
702,0.9560104
703,0.006600794
704,0.025785225
705,0.9499158
706,0.9693915
707,0.9982644
708,0.9514927
709,0.988529
710,0.95522815
711,0.9521043
712,0.004525915
713,0.9593221
714,0.013854695
715,0.9298103
716,0.9732421
717,0.95041144
718,0.86680824
719,0.005995813
720,0.9670756
721,0.051956125
722,0.037286732
723,0.982698
724,0.16692486
725,0.9784267
726,0.006186437
727,0.0668139
728,0.98224777
729,0.06942478
730,0.02768985
731,0.9166778
732,0.016890619
733,0.020917803
734,0.97282445
735,0.9748249
736,0.08215173
737,0.95010185
738,0.014461514
739,0.120881096
740,0.94247013
741,0.96768034
742,0.98885477
743,0.9862307
744,0.8692505
745,0.035786536
746,0.9870143
747,0.004683822
748,0.019887399
749,0.9281171
750,0.42091846
751,0.00957914
752,0.018551208
753,0.003294935
754,0.00187133
755,0.09350414
756,0.7349707
757,0.95084894
758,0.91341424
759,0.8547712
760,0.011298302
761,0.9823298
762,0.034045137
763,0.9841069
764,0.008793598
765,0.5120087
766,0.013523241
767,0.05676573
768,0.5424132
769,0.17674921
770,0.8626933
771,0.98258656
772,0.11435319
773,0.9850114
774,0.9823399
775,0.9029669
776,0.76260096
777,0.03193355
778,0.019351391
779,0.013352308
780,0.97345835
781,0.00270181
782,0.003857679
783,0.003579302
784,0.048125643
785,0.02731581
786,0.006870021
787,0.19633411
788,0.000591676
789,0.18675579
790,0.003490305
791,0.9865378
792,0.002362408
793,0.005188133
794,0.002877214
795,0.4252484
796,0.010960378
797,0.014352623
798,0.41825625
799,0.9755146
800,0.00816813
801,0.8822965
802,0.009204247
803,0.08089858
804,0.005972795
805,0.9879857
806,0.97186464
807,0.031996105
808,0.9767834
809,0.15217346
810,0.01794035
811,0.9768977
812,0.76108146
813,0.81251705
814,0.9471589
815,0.88612866
816,0.009999484
817,0.03066385
818,0.38967088
819,0.9743455
820,0.89576423
821,0.05507995
822,0.9833702
823,0.97291404
824,0.971178
825,0.025829658
826,0.98792726
827,0.83691204
828,0.9837255
829,0.021461852
830,0.08412435
831,0.003473253
832,0.9714239
833,0.08257175
834,0.027755957
835,0.99252933
836,0.8023523
837,0.9700243
838,0.049843047
839,0.93868285
840,0.01026506
841,0.014229802
842,0.7895349
843,0.011308954
844,0.03090545
845,0.99350464
846,0.005566041
847,0.003034103
848,0.9895219
849,0.9762848
850,0.02148941
851,0.004545874
852,0.04888768
853,0.020040998
854,0.017796837
855,0.9726386
856,0.9959825
857,0.9310646
858,0.11706544
859,0.006298435
860,0.991646
861,0.00192876
862,0.9209701
863,0.027428899
864,0.44454086
865,0.13398734
866,0.7695859
867,0.51917946
868,0.981672
869,0.026486078
870,0.035029016
871,0.98330057
872,0.78492707
873,0.00671247
874,0.002893601
875,0.677227
876,0.022554653
877,0.9098436
878,0.24774097
879,0.9181402
880,0.9375406
881,0.017046547
882,0.018178236
883,0.045072388
884,0.006240815
885,0.9090118
886,0.106136344
887,0.006662885
888,0.8011579
889,0.9649244
890,0.004997294
891,0.9888554
892,0.9310187
893,0.7293879
894,0.006291899
895,0.006648122
896,0.94902915
897,0.003303964
898,0.7313744
899,0.99436766
900,0.007810706
901,0.002339319
902,0.07268011
903,0.20135644
904,0.33621183
905,0.9872177
906,0.29804185
907,0.011209709
908,0.00251539
909,0.005147356
910,0.014417451
911,0.9377124
912,0.8376445
913,0.85577893
914,0.024364896
915,0.99333876
916,0.025583155
917,0.042723544
918,0.9744926
919,0.011537739
920,0.9766367
921,0.11126477
922,0.003478694
923,0.002535285
924,0.02004887
925,0.9946622
926,0.002976034
927,0.8954115
928,0.003971457
929,0.17476363
930,0.8634503
931,0.9969035
932,0.9564785
933,0.2949322
934,0.9737675
935,0.006563696
936,0.92650604
937,0.8522126
938,0.05695784
939,0.8790517
940,0.9617377
941,0.9767858
942,0.06008901
943,0.7862503
944,0.9755216
945,0.96696246
946,0.9427504
947,0.0206857
948,0.9745675
949,0.6581841
950,0.8542373
951,0.011994761
952,0.9812955
953,0.023596598
954,0.19219084
955,0.97775066
956,0.7528189
957,0.9466059
958,0.043948386
959,0.9916089
960,0.13031292
961,0.93187445
962,0.9200527
963,0.9931899
964,0.7732464
965,0.098876566
966,0.82735497
967,0.93838286
968,0.003878323
969,0.24148713
970,0.00616644
971,0.015001391
972,0.9916928
973,0.93809694
974,0.06715469
975,0.018734906
976,0.024956366
977,0.8700772
978,0.93558705
979,0.9754715
980,0.9422991
981,0.96971613
982,0.005347607
983,0.009242932
984,0.95665824
985,0.9586262
986,0.9805809
987,0.005028445
988,0.020603176
989,0.01374545
990,0.021980032
991,0.8752691
992,0.9642309
993,0.9524435
994,0.9397117
995,0.95055944
996,0.003279964
997,0.21319847
998,0.97920656
999,0.9594933
1000,0.002164305
1001,0.99103385
1002,0.46131992
1003,0.9894762
1004,0.02410971
1005,0.6627231
1006,0.9815238
1007,0.38692692
1008,0.89185023
1009,0.04075554
1010,0.11385644
1011,0.9297223
1012,0.9799095
1013,0.008562673
1014,0.95666754
1015,0.004480968
1016,0.004694773
1017,0.07432678
1018,0.91935796
1019,0.95549643
1020,0.003961969
1021,0.04518356
1022,0.08570446
1023,0.981285
1024,0.024588378
1025,0.00742411
1026,0.020570517
1027,0.019346848
1028,0.006758186
1029,0.95795226
1030,0.090224534
1031,0.011912979
1032,0.010009516
1033,0.7904423
1034,0.003557976
1035,0.001061561
1036,0.005986291
1037,0.031181123
1038,0.00741738
1039,0.93437517
1040,0.009659546
1041,0.9208561
1042,0.007957101
1043,0.88064265
1044,0.008565128
1045,0.008316463
1046,0.9222199
1047,0.98577857
1048,0.90040386
1049,0.992272
1050,0.97988987
1051,0.00371608
1052,0.99586606
1053,0.952217
1054,0.51264524
1055,0.112671115
1056,0.49944228
1057,0.87886375
1058,0.95578885
1059,0.015654558
1060,0.990756
1061,0.030840758
1062,0.96499455
1063,0.9925512
1064,0.016184237
1065,0.00805598
1066,0.9279799
1067,0.08072718
1068,0.052678734
1069,0.18003716
1070,0.005618224
1071,0.001594977
1072,0.9365851
1073,0.017881494
1074,0.34464517
1075,0.16017811
1076,0.9868264
1077,0.004616533
1078,0.009338162
1079,0.97491044
1080,0.98014796
1081,0.15163071
1082,0.9812221
1083,0.9938845
1084,0.9789104
1085,0.9863768
1086,0.002210992
1087,0.022969954
1088,0.007118192
1089,0.9820827
1090,0.8408704
1091,0.98513633
1092,0.22794883
1093,0.98699784
1094,0.003117976
1095,0.80878085
1096,0.11643629
1097,0.003319866
1098,0.97974396
1099,0.011339081
1100,0.904174
1101,0.93439543
1102,0.07457848
1103,0.99791306
1104,0.006204496
1105,0.9878433
1106,0.005153669
1107,0.16792819
1108,0.020805452
1109,0.9818588
1110,0.17035648
1111,0.089307465
1112,0.9781885
1113,0.69343543
1114,0.008933192
1115,0.47221035
1116,0.0448067
1117,0.030480573
1118,0.9857717
1119,0.029080685
1120,0.9684605
1121,0.97525024
1122,0.105958365
1123,0.82099545
1124,0.043997988
1125,0.24510601
1126,0.003218835
1127,0.67351633
1128,0.002050891
1129,0.8116548
1130,0.01259891
1131,0.00648866
1132,0.0094701
1133,0.002601082
1134,0.02484495
1135,0.007690325
1136,0.08563203
1137,0.014757143
1138,0.33718672
1139,0.011276521
1140,0.79675955
1141,0.9812445
1142,0.055064127
1143,0.003121926
1144,0.006091494
1145,0.05678082
1146,0.8729599
1147,0.9908835
1148,0.009040617
1149,0.99484056
1150,0.9532923
1151,0.021011783
1152,0.8170288
1153,0.39656597
1154,0.9916932
1155,0.0781234
1156,0.013381992
1157,0.015960798
1158,0.98623115
1159,0.9815664
1160,0.7888999
1161,0.04268161
1162,0.00857004
1163,0.005110591
1164,0.012079759
1165,0.9910977
1166,0.7706098
1167,0.9935592
1168,0.8019325
1169,0.014591694
1170,0.2944565
1171,0.8551912
1172,0.09121473
1173,0.9790735
1174,0.021544565
1175,0.1273013
1176,0.9928357
1177,0.120018676
1178,0.95213115
1179,0.001365697
1180,0.014016181
1181,0.9710606
1182,0.024694705
1183,0.04150953
1184,0.028146427
1185,0.010169505
1186,0.9122741
1187,0.115817085
1188,0.023533108
1189,0.007506268
1190,0.9727653
1191,0.002622573
1192,0.96804696
1193,0.002804397
1194,0.012588196
1195,0.007111587
1196,0.011234123
1197,0.057268932
1198,0.046514045
1199,0.9888784
1200,0.83246464
1201,0.994265
1202,0.018552238
1203,0.022293163
1204,0.3174885
1205,0.04709157
1206,0.6843011
1207,0.72810304
1208,0.9319253
1209,0.60579
1210,0.9914603
1211,0.98814917
1212,0.037690636
1213,0.007514599
1214,0.98672104
1215,0.37152022
1216,0.9010235
1217,0.8245664
1218,0.00976334
1219,0.99087137
1220,0.9921455
1221,0.75528485
1222,0.007171805
1223,0.00453055
1224,0.011063241
1225,0.024135785
1226,0.00591372
1227,0.9852164
1228,0.48474818
1229,0.004444677
1230,0.96929586
1231,0.9776315
1232,0.00366334
1233,0.9869442
1234,0.9751331
1235,0.035331868
1236,0.005621262
1237,0.90776783
1238,0.010502531
1239,0.026787624
1240,0.002705314
1241,0.91564196
1242,0.9948999
1243,0.98720247
1244,0.98942995
1245,0.094570614
1246,0.008215422
1247,0.47408354
1248,0.001893709
1249,0.8518871
1250,0.94562274
1251,0.002987968
1252,0.04751712
1253,0.96615845
1254,0.007905743
1255,0.79670095
1256,0.9848304
1257,0.9749874
1258,0.97800714
1259,0.95023286
1260,0.9752441
1261,0.002635847
1262,0.9837764
1263,0.9931558
1264,0.01012221
1265,0.225733
1266,0.9859197
1267,0.024108833
1268,0.9858634
1269,0.34238163
1270,0.07644389
1271,0.004827454
1272,0.006016431
1273,0.12615494
1274,0.010980856
1275,0.00198217
1276,0.0338209
1277,0.15181573
1278,0.25611523
1279,0.9792588
1280,0.013133451
1281,0.9939592
1282,0.9848296
1283,0.8542204
1284,0.029202117
1285,0.006968793
1286,0.9615924
1287,0.96192276
1288,0.013475747
1289,0.009733489
1290,0.007262417
1291,0.99401504
1292,0.884572
1293,0.9673468
1294,0.9985611
1295,0.99629116
1296,0.9920906
1297,0.004178624
1298,0.9683087
1299,0.11528314
1300,0.035480045
1301,0.97263825
1302,0.9881622
1303,0.9790831
1304,0.003180287
1305,0.9903024
1306,0.0825133
1307,0.8676191
1308,0.6344142
1309,0.06443882
1310,0.89948696
1311,0.006756797
1312,0.047016405
1313,0.95661426
1314,0.9823188
1315,0.21200344
1316,0.9901916
1317,0.68550515
1318,0.002708245
1319,0.11275206
1320,0.9051715
1321,0.976318
1322,0.9647065
1323,0.24134661
1324,0.9668082
1325,0.007671528
1326,0.042532116
1327,0.027769776
1328,0.9059286
1329,0.02502964
1330,0.99569404
1331,0.13697769
1332,0.97751963
1333,0.9031291
1334,0.99501306
1335,0.002477016
1336,0.007868028
1337,0.98495585
1338,0.062110905
1339,0.9935348
1340,0.022917874
1341,0.96820426
1342,0.023865562
1343,0.007370043
1344,0.15224525
1345,0.91020584
1346,0.98287416
1347,0.19638246
1348,0.962484
1349,0.9785646
1350,0.7835717
1351,0.01957878
1352,0.095231816
1353,0.004216433
1354,0.003442451
1355,0.015870232
1356,0.60349035
1357,0.049714014
1358,0.9676992
1359,0.9896114
1360,0.020139374
1361,0.97616607
1362,0.98268867
1363,0.77686095
1364,0.005692308
1365,0.9757675
1366,0.98264956
1367,0.9857578
1368,0.9838178
1369,0.64102536
1370,0.8250634
1371,0.9509759
1372,0.008252122
1373,0.9678014
1374,0.9744076
1375,0.1378626
1376,0.006825326
1377,0.99263954
1378,0.88069016
1379,0.97590774
1380,0.017374525
1381,0.7028273
1382,0.28593695
1383,0.004423766
1384,0.003376356
1385,0.8029805
1386,0.99466777
1387,0.9574707
1388,0.97320616
1389,0.021598948
1390,0.008876216
1391,0.7849454
1392,0.9817493
1393,0.9934244
1394,0.053936783
1395,0.89821887
1396,0.004131096
1397,0.9585372
1398,0.9897691
1399,0.00551641
1400,0.9929837
1401,0.06853473
1402,0.006030855
1403,0.718055
1404,0.005081932
1405,0.006773138
1406,0.06921508
1407,0.99157166
1408,0.98824
1409,0.006616232
1410,0.99293303
1411,0.9890872
1412,0.2562733
1413,0.020229932
1414,0.99840194
1415,0.019617537
1416,0.04316584
1417,0.003928884
1418,0.97458243
1419,0.007927449
1420,0.9760645
1421,0.98881286
1422,0.06047258
1423,0.90020674
1424,0.80498314
1425,0.96083903
1426,0.016873304
1427,0.9610995
1428,0.95323867
1429,0.9727399
1430,0.023393076
1431,0.003116768
1432,0.013509125
1433,0.001548003
1434,0.99154645
1435,0.99050117
1436,0.027334927
1437,0.003089675
1438,0.050173204
1439,0.005252171
1440,0.006068761
1441,0.2050698
1442,0.9929818
1443,0.123020664
1444,0.029822322
1445,0.002712406
1446,0.9316773
1447,0.014244016
1448,0.8058391
1449,0.04087165
1450,0.00613685
1451,0.000582598
1452,0.007446438
1453,0.8111276
1454,0.010642088
1455,0.99281996
1456,0.8289929
1457,0.9716789
1458,0.85470635
1459,0.22108833
1460,0.05146393
1461,0.9702564
1462,0.9318778
1463,0.006382669
1464,0.20228322
1465,0.002644222
1466,0.24654086
1467,0.002105051
1468,0.94016623
1469,0.0570726
1470,0.9708812
1471,0.9654537
1472,0.9042669
1473,0.55026186
1474,0.004729045
1475,0.9892356
1476,0.69076324
1477,0.02903496
1478,0.95058256
1479,0.99430203
1480,0.07964788
1481,0.004342038
1482,0.03232806
1483,0.022290638
1484,0.007314204
1485,0.9412954
1486,0.56328434
1487,0.9392297
1488,0.9882693
1489,0.011809352
1490,0.9714363
1491,0.96191293
1492,0.97654563
1493,0.97758377
1494,0.005312256
1495,0.17279014
1496,0.93476516
1497,0.002569946
1498,0.004134577
1499,0.28798708
1500,0.03228986
1501,0.97539765
1502,0.97474694
1503,0.9873969
1504,0.98240674
1505,0.9456652
1506,0.8314154
1507,0.9709443
1508,0.95763177
1509,0.598624
1510,0.022685433
1511,0.9797814
1512,0.29142058
1513,0.9110998
1514,0.91975987
1515,0.99337536
1516,0.005588441
1517,0.015729573
1518,0.01144312
1519,0.9890683
1520,0.96033114
1521,0.02223188
1522,0.99020445
